10	0.8296490944864037	0.915538034543151	0.9998121120942751	
60	0.5342670716163378	0.6510216594627709	0.9907223979317948	
110	0.4245014142971293	0.519134399922981	0.9510153367001775	
160	0.3322507018284424	0.43850751546970795	0.8873451751538934	
210	0.2948538883297283	0.37450150362260687	0.714680128113405	
260	0.2584005801356149	0.3545576922251782	0.6259339858932249	
310	0.2734671145272678	0.34333496811720937	0.5836616735264551	
360	0.24898465478888976	0.36324248034809853	0.4972752181065043	
410	0.2496181191149744	0.34475351546030497	0.4464062177856737	
460	0.2781571779909715	0.3257486675550666	0.46220920978622304	
